trending_date,category,count
2018-04-02,Autos & Vehicles,4
2018-04-02,Comedy,19
2018-04-02,Education,4
2018-04-02,Entertainment,49
2018-04-02,Film & Animation,8
2018-04-02,Gaming,7
2018-04-02,Howto & Style,12
2018-04-02,Music,24
2018-04-02,News & Politics,17
2018-04-02,People & Blogs,26
2018-04-02,Pets & Animals,1
2018-04-02,Science & Technology,2
2018-04-02,Sports,23
2018-04-02,Travel & Events,1
2018-04-03,Autos & Vehicles,2
2018-04-03,Comedy,18
2018-04-03,Education,2
2018-04-03,Entertainment,48
2018-04-03,Film & Animation,10
2018-04-03,Gaming,8
2018-04-03,Howto & Style,14
2018-04-03,Music,19
2018-04-03,News & Politics,19
2018-04-03,People & Blogs,28
2018-04-03,Science & Technology,5
2018-04-03,Sports,24
2018-04-04,Autos & Vehicles,2
2018-04-04,Comedy,27
2018-04-04,Education,3
2018-04-04,Entertainment,45
2018-04-04,Film & Animation,9
2018-04-04,Gaming,6
2018-04-04,Howto & Style,7
2018-04-04,Music,8
2018-04-04,News & Politics,23
2018-04-04,People & Blogs,25
2018-04-04,Pets & Animals,3
2018-04-04,Science & Technology,2
2018-04-04,Sports,37
2018-04-05,Autos & Vehicles,4
2018-04-05,Comedy,28
2018-04-05,Education,3
2018-04-05,Entertainment,39
2018-04-05,Film & Animation,10
2018-04-05,Gaming,10
2018-04-05,Howto & Style,8
2018-04-05,Music,15
2018-04-05,News & Politics,17
2018-04-05,People & Blogs,24
2018-04-05,Science & Technology,3
2018-04-05,Shows,1
2018-04-05,Sports,35
2018-04-05,Travel & Events,1
2018-04-06,Autos & Vehicles,5
2018-04-06,Comedy,24
2018-04-06,Education,4
2018-04-06,Entertainment,38
2018-04-06,Film & Animation,9
2018-04-06,Gaming,8
2018-04-06,Howto & Style,14
2018-04-06,Music,18
2018-04-06,News & Politics,25
2018-04-06,People & Blogs,29
2018-04-06,Science & Technology,4
2018-04-06,Sports,19
2018-04-06,Travel & Events,1
2018-04-07,Autos & Vehicles,6
2018-04-07,Comedy,28
2018-04-07,Education,3
2018-04-07,Entertainment,40
2018-04-07,Film & Animation,13
2018-04-07,Gaming,5
2018-04-07,Howto & Style,10
2018-04-07,Music,25
2018-04-07,News & Politics,14
2018-04-07,People & Blogs,30
2018-04-07,Science & Technology,3
2018-04-07,Sports,20
2018-04-14,Autos & Vehicles,3
2018-04-14,Comedy,16
2018-04-14,Education,4
2018-04-14,Entertainment,40
2018-04-14,Film & Animation,12
2018-04-14,Gaming,9
2018-04-14,Howto & Style,7
2018-04-14,Music,32
2018-04-14,News & Politics,22
2018-04-14,People & Blogs,31
2018-04-14,Pets & Animals,4
2018-04-14,Science & Technology,5
2018-04-14,Sports,15
2018-04-15,Comedy,20
2018-04-15,Education,5
2018-04-15,Entertainment,46
2018-04-15,Film & Animation,14
2018-04-15,Gaming,2
2018-04-15,Howto & Style,9
2018-04-15,Music,28
2018-04-15,News & Politics,21
2018-04-15,People & Blogs,29
2018-04-15,Pets & Animals,4
2018-04-15,Science & Technology,4
2018-04-15,Sports,16
2018-04-15,Travel & Events,2
